version,run_id,evidence_type,currency,basket_id,strategy,r,probability_role,unit_contribution,normalized_expected_contribution,delta_expected_vs_reference,delta_expected_vs_absorb
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_SAME_CATEGORY,0.95,hypothetical_action,2.0000,1.900000,-2.100000,0.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_SAME_CATEGORY,0.90,hypothetical_action,2.0000,1.800000,-2.200000,0.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_SAME_CATEGORY,0.80,hypothetical_action,2.0000,1.600000,-2.400000,0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_SAME_CATEGORY,0.70,hypothetical_action,2.0000,1.400000,-2.600000,0.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,1.00,hypothetical_action,-1.0000,-1.000000,-5.000000,-2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,0.95,hypothetical_action,-1.0000,-0.950000,-4.950000,-1.950000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,0.90,hypothetical_action,-1.0000,-0.900000,-4.900000,-1.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,0.80,hypothetical_action,-1.0000,-0.800000,-4.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,0.70,hypothetical_action,-1.0000,-0.700000,-4.700000,-1.700000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,REFERENCE,1.00,fixed_reference,4.00,4.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ABSORB,1.00,fixed_reference,-2.00,-2.0000,-6.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,1.00,hypothetical_action,1.00,1.0000,-3.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,0.95,hypothetical_action,1.00,0.9500,-3.0500,2.9500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,0.90,hypothetical_action,1.00,0.9000,-3.1000,2.9000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,0.80,hypothetical_action,1.00,0.8000,-3.2000,2.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,0.70,hypothetical_action,1.00,0.7000,-3.3000,2.7000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,1.00,hypothetical_action,4.00,4.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,0.95,hypothetical_action,4.00,3.8000,-0.2000,5.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,0.90,hypothetical_action,4.00,3.6000,-0.4000,5.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,0.80,hypothetical_action,4.00,3.2000,-0.8000,5.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,0.70,hypothetical_action,4.00,2.8000,-1.2000,4.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,1.00,hypothetical_action,-1.0000,-1.000000,-5.000000,1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,0.95,hypothetical_action,-1.0000,-0.950000,-4.950000,1.050000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,0.90,hypothetical_action,-1.0000,-0.900000,-4.900000,1.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,0.80,hypothetical_action,-1.0000,-0.800000,-4.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,0.70,hypothetical_action,-1.0000,-0.700000,-4.700000,1.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,1.00,hypothetical_action,-4.0000,-4.000000,-8.000000,-2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,0.95,hypothetical_action,-4.0000,-3.800000,-7.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,0.90,hypothetical_action,-4.0000,-3.600000,-7.600000,-1.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,0.80,hypothetical_action,-4.0000,-3.200000,-7.200000,-1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,0.70,hypothetical_action,-4.0000,-2.800000,-6.800000,-0.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,REFERENCE,1.00,fixed_reference,4.00,4.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ABSORB,1.00,fixed_reference,-5.00,-5.0000,-9.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,1.00,hypothetical_action,-0.50,-0.5000,-4.5000,4.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,0.95,hypothetical_action,-0.50,-0.4750,-4.4750,4.5250
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,0.90,hypothetical_action,-0.50,-0.4500,-4.4500,4.5500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,0.80,hypothetical_action,-0.50,-0.4000,-4.4000,4.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,0.70,hypothetical_action,-0.50,-0.3500,-4.3500,4.6500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,1.00,hypothetical_action,4.00,4.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,0.95,hypothetical_action,4.00,3.8000,-0.2000,8.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,0.90,hypothetical_action,4.00,3.6000,-0.4000,8.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,0.80,hypothetical_action,4.00,3.2000,-0.8000,8.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,0.70,hypothetical_action,4.00,2.8000,-1.2000,7.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,1.00,hypothetical_action,-4.0000,-4.000000,-8.000000,1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,0.95,hypothetical_action,-4.0000,-3.800000,-7.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,0.90,hypothetical_action,-4.0000,-3.600000,-7.600000,1.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,0.80,hypothetical_action,-4.0000,-3.200000,-7.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,0.70,hypothetical_action,-4.0000,-2.800000,-6.800000,2.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,1.00,hypothetical_action,-7.0000,-7.000000,-11.000000,-2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,0.95,hypothetical_action,-7.0000,-6.650000,-10.650000,-1.650000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,0.90,hypothetical_action,-7.0000,-6.300000,-10.300000,-1.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,0.80,hypothetical_action,-7.0000,-5.600000,-9.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,0.70,hypothetical_action,-7.0000,-4.900000,-8.900000,0.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,REFERENCE,1.00,fixed_reference,4.00,4.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ABSORB,1.00,fixed_reference,1.00,1.0000,-3.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,1.00,hypothetical_action,2.50,2.5000,-1.5000,1.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,0.95,hypothetical_action,2.50,2.3750,-1.6250,1.3750
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,0.90,hypothetical_action,2.50,2.2500,-1.7500,1.2500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,0.80,hypothetical_action,2.50,2.0000,-2.0000,1.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,0.70,hypothetical_action,2.50,1.7500,-2.2500,0.7500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,1.00,hypothetical_action,4.00,4.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,0.95,hypothetical_action,4.00,3.8000,-0.2000,2.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,0.90,hypothetical_action,4.00,3.6000,-0.4000,2.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,0.80,hypothetical_action,4.00,3.2000,-0.8000,2.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,0.70,hypothetical_action,4.00,2.8000,-1.2000,1.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,1.00,hypothetical_action,2.0000,2.000000,-2.000000,1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,0.95,hypothetical_action,2.0000,1.900000,-2.100000,0.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,0.90,hypothetical_action,2.0000,1.800000,-2.200000,0.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,0.80,hypothetical_action,2.0000,1.600000,-2.400000,0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,0.70,hypothetical_action,2.0000,1.400000,-2.600000,0.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,1.00,hypothetical_action,-1.0000,-1.000000,-5.000000,-2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,0.95,hypothetical_action,-1.0000,-0.950000,-4.950000,-1.950000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,0.90,hypothetical_action,-1.0000,-0.900000,-4.900000,-1.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,0.80,hypothetical_action,-1.0000,-0.800000,-4.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,0.70,hypothetical_action,-1.0000,-0.700000,-4.700000,-1.700000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,REFERENCE,1.00,fixed_reference,4.00,4.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ABSORB,1.00,fixed_reference,-2.00,-2.0000,-6.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,1.00,hypothetical_action,1.00,1.0000,-3.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,0.95,hypothetical_action,1.00,0.9500,-3.0500,2.9500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,0.90,hypothetical_action,1.00,0.9000,-3.1000,2.9000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,0.80,hypothetical_action,1.00,0.8000,-3.2000,2.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,0.70,hypothetical_action,1.00,0.7000,-3.3000,2.7000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,1.00,hypothetical_action,4.00,4.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,0.95,hypothetical_action,4.00,3.8000,-0.2000,5.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,0.90,hypothetical_action,4.00,3.6000,-0.4000,5.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,0.80,hypothetical_action,4.00,3.2000,-0.8000,5.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,0.70,hypothetical_action,4.00,2.8000,-1.2000,4.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,1.00,hypothetical_action,-1.0000,-1.000000,-5.000000,1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,0.95,hypothetical_action,-1.0000,-0.950000,-4.950000,1.050000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,0.90,hypothetical_action,-1.0000,-0.900000,-4.900000,1.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,0.80,hypothetical_action,-1.0000,-0.800000,-4.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,0.70,hypothetical_action,-1.0000,-0.700000,-4.700000,1.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,1.00,hypothetical_action,-4.0000,-4.000000,-8.000000,-2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,0.95,hypothetical_action,-4.0000,-3.800000,-7.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,0.90,hypothetical_action,-4.0000,-3.600000,-7.600000,-1.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,0.80,hypothetical_action,-4.0000,-3.200000,-7.200000,-1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,0.70,hypothetical_action,-4.0000,-2.800000,-6.800000,-0.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,REFERENCE,1.00,fixed_reference,4.00,4.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ABSORB,1.00,fixed_reference,-5.00,-5.0000,-9.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,1.00,hypothetical_action,-0.50,-0.5000,-4.5000,4.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,0.95,hypothetical_action,-0.50,-0.4750,-4.4750,4.5250
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,0.90,hypothetical_action,-0.50,-0.4500,-4.4500,4.5500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,0.80,hypothetical_action,-0.50,-0.4000,-4.4000,4.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,0.70,hypothetical_action,-0.50,-0.3500,-4.3500,4.6500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,1.00,hypothetical_action,4.00,4.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,0.95,hypothetical_action,4.00,3.8000,-0.2000,8.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,0.90,hypothetical_action,4.00,3.6000,-0.4000,8.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,0.80,hypothetical_action,4.00,3.2000,-0.8000,8.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,0.70,hypothetical_action,4.00,2.8000,-1.2000,7.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,1.00,hypothetical_action,-4.0000,-4.000000,-8.000000,1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,0.95,hypothetical_action,-4.0000,-3.800000,-7.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,0.90,hypothetical_action,-4.0000,-3.600000,-7.600000,1.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,0.80,hypothetical_action,-4.0000,-3.200000,-7.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,0.70,hypothetical_action,-4.0000,-2.800000,-6.800000,2.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,1.00,hypothetical_action,-7.0000,-7.000000,-11.000000,-2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,0.95,hypothetical_action,-7.0000,-6.650000,-10.650000,-1.650000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,0.90,hypothetical_action,-7.0000,-6.300000,-10.300000,-1.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,0.80,hypothetical_action,-7.0000,-5.600000,-9.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,0.70,hypothetical_action,-7.0000,-4.900000,-8.900000,0.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,REFERENCE,1.00,fixed_reference,8.00,8.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ABSORB,1.00,fixed_reference,5.00,5.0000,-3.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,1.00,hypothetical_action,6.50,6.5000,-1.5000,1.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,0.95,hypothetical_action,6.50,6.1750,-1.8250,1.1750
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,0.90,hypothetical_action,6.50,5.8500,-2.1500,0.8500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,0.80,hypothetical_action,6.50,5.2000,-2.8000,0.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,0.70,hypothetical_action,6.50,4.5500,-3.4500,-0.4500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,1.00,hypothetical_action,8.00,8.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,0.95,hypothetical_action,8.00,7.6000,-0.4000,2.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,0.90,hypothetical_action,8.00,7.2000,-0.8000,2.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,0.80,hypothetical_action,8.00,6.4000,-1.6000,1.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,0.70,hypothetical_action,8.00,5.6000,-2.4000,0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,1.00,hypothetical_action,7.0000,7.000000,-1.000000,2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,0.95,hypothetical_action,7.0000,6.650000,-1.350000,1.650000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,0.90,hypothetical_action,7.0000,6.300000,-1.700000,1.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,0.80,hypothetical_action,7.0000,5.600000,-2.400000,0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,0.70,hypothetical_action,7.0000,4.900000,-3.100000,-0.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,1.00,hypothetical_action,4.0000,4.000000,-4.000000,-1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,0.95,hypothetical_action,4.0000,3.800000,-4.200000,-1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,0.90,hypothetical_action,4.0000,3.600000,-4.400000,-1.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,0.80,hypothetical_action,4.0000,3.200000,-4.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,0.70,hypothetical_action,4.0000,2.800000,-5.200000,-2.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,REFERENCE,1.00,fixed_reference,8.00,8.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ABSORB,1.00,fixed_reference,2.00,2.0000,-6.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,1.00,hypothetical_action,5.00,5.0000,-3.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,0.95,hypothetical_action,5.00,4.7500,-3.2500,2.7500
