version,run_id,evidence_type,currency,basket_id,strategy,reference,reference_contribution,unit_contribution,contribution_difference,r_required,allowed_probability_decline,required_probability_lift,max_p_ref_if_lift_required,status
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,ABSORB,-2.00,-4.0000,-2.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,REFERENCE,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,REFERENCE,ABSORB,-5.00,4.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ABSORB,REFERENCE,4.00,-5.00,-9.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ABSORB,ABSORB,-5.00,-5.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,REFERENCE,4.00,-0.50,-4.50,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_HALF,ABSORB,-5.00,-0.50,4.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,PASS_FULL,ABSORB,-5.00,4.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,REFERENCE,4.00,-4.0000,-8.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_SAME_CATEGORY,ABSORB,-5.00,-4.0000,1.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,REFERENCE,4.00,-7.0000,-11.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H3,ADD_NEW_CATEGORY,ABSORB,-5.00,-7.0000,-2.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,REFERENCE,REFERENCE,8.00,8.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,REFERENCE,ABSORB,5.00,8.00,3.00,0.625,0.375,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ABSORB,REFERENCE,8.00,5.00,-3.00,1.6,,0.6,0.625,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ABSORB,ABSORB,5.00,5.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,REFERENCE,8.00,6.50,-1.50,1.2307692307692307692307692307692307692307692307692,,0.2307692307692307692307692307692307692307692307692,0.81250000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_HALF,ABSORB,5.00,6.50,1.50,0.76923076923076923076923076923076923076923076923077,0.23076923076923076923076923076923076923076923076923,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,REFERENCE,8.00,8.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,PASS_FULL,ABSORB,5.00,8.00,3.00,0.625,0.375,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,REFERENCE,8.00,7.0000,-1.0000,1.1428571428571428571428571428571428571428571428571,,0.1428571428571428571428571428571428571428571428571,0.87500000000000000000000000000000000000000000000003,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_SAME_CATEGORY,ABSORB,5.00,7.0000,2.0000,0.71428571428571428571428571428571428571428571428571,0.28571428571428571428571428571428571428571428571429,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,REFERENCE,8.00,4.0000,-4.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H1,ADD_NEW_CATEGORY,ABSORB,5.00,4.0000,-1.0000,1.25,,0.25,0.8,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,REFERENCE,REFERENCE,8.00,8.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,REFERENCE,ABSORB,2.00,8.00,6.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ABSORB,REFERENCE,8.00,2.00,-6.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ABSORB,ABSORB,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,REFERENCE,8.00,5.00,-3.00,1.6,,0.6,0.625,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,ABSORB,2.00,5.00,3.00,0.4,0.6,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,REFERENCE,8.00,8.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,ABSORB,2.00,8.00,6.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,REFERENCE,8.00,4.0000,-4.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,ABSORB,2.00,4.0000,2.0000,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,REFERENCE,8.00,1.0000,-7.0000,8,,7,0.125,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,ABSORB,2.00,1.0000,-1.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,REFERENCE,REFERENCE,8.00,8.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,REFERENCE,ABSORB,-1.00,8.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ABSORB,REFERENCE,8.00,-1.00,-9.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ABSORB,ABSORB,-1.00,-1.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,REFERENCE,8.00,3.50,-4.50,2.2857142857142857142857142857142857142857142857143,,1.2857142857142857142857142857142857142857142857143,0.43750000000000000000000000000000000000000000000000,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,ABSORB,-1.00,3.50,4.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,REFERENCE,8.00,8.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,ABSORB,-1.00,8.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,REFERENCE,8.00,1.0000,-7.0000,8,,7,0.125,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,ABSORB,-1.00,1.0000,2.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,REFERENCE,8.00,-2.0000,-10.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,ABSORB,-1.00,-2.0000,-1.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,REFERENCE,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,REFERENCE,ABSORB,9.00,12.00,3.00,0.75,0.25,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ABSORB,REFERENCE,12.00,9.00,-3.00,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ABSORB,ABSORB,9.00,9.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,REFERENCE,12.00,10.50,-1.50,1.1428571428571428571428571428571428571428571428571,,0.1428571428571428571428571428571428571428571428571,0.87500000000000000000000000000000000000000000000003,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,ABSORB,9.00,10.50,1.50,0.85714285714285714285714285714285714285714285714286,0.14285714285714285714285714285714285714285714285714,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,ABSORB,9.00,12.00,3.00,0.75,0.25,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,REFERENCE,12.00,12.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,ABSORB,9.00,12.0000,3.0000,0.75,0.25,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,REFERENCE,12.00,9.0000,-3.0000,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,ABSORB,9.00,9.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,REFERENCE,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,REFERENCE,ABSORB,6.00,12.00,6.00,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ABSORB,REFERENCE,12.00,6.00,-6.00,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ABSORB,ABSORB,6.00,6.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,REFERENCE,12.00,9.00,-3.00,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,ABSORB,6.00,9.00,3.00,0.66666666666666666666666666666666666666666666666667,0.33333333333333333333333333333333333333333333333333,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,ABSORB,6.00,12.00,6.00,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,REFERENCE,12.00,9.0000,-3.0000,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,ABSORB,6.00,9.0000,3.0000,0.66666666666666666666666666666666666666666666666667,0.33333333333333333333333333333333333333333333333333,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,REFERENCE,12.00,6.0000,-6.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,ABSORB,6.00,6.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,REFERENCE,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,REFERENCE,ABSORB,3.00,12.00,9.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ABSORB,REFERENCE,12.00,3.00,-9.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ABSORB,ABSORB,3.00,3.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,REFERENCE,12.00,7.50,-4.50,1.6,,0.6,0.625,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,ABSORB,3.00,7.50,4.50,0.4,0.6,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,ABSORB,3.00,12.00,9.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,REFERENCE,12.00,6.0000,-6.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,ABSORB,3.00,6.0000,3.0000,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,REFERENCE,12.00,3.0000,-9.0000,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,ABSORB,3.00,3.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,REFERENCE,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,REFERENCE,ABSORB,9.00,12.00,3.00,0.75,0.25,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ABSORB,REFERENCE,12.00,9.00,-3.00,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ABSORB,ABSORB,9.00,9.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,REFERENCE,12.00,10.50,-1.50,1.1428571428571428571428571428571428571428571428571,,0.1428571428571428571428571428571428571428571428571,0.87500000000000000000000000000000000000000000000003,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,ABSORB,9.00,10.50,1.50,0.85714285714285714285714285714285714285714285714286,0.14285714285714285714285714285714285714285714285714,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,ABSORB,9.00,12.00,3.00,0.75,0.25,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,REFERENCE,12.00,12.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,ABSORB,9.00,12.0000,3.0000,0.75,0.25,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,REFERENCE,12.00,9.0000,-3.0000,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,ABSORB,9.00,9.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,REFERENCE,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,REFERENCE,ABSORB,6.00,12.00,6.00,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ABSORB,REFERENCE,12.00,6.00,-6.00,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ABSORB,ABSORB,6.00,6.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,REFERENCE,12.00,9.00,-3.00,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,ABSORB,6.00,9.00,3.00,0.66666666666666666666666666666666666666666666666667,0.33333333333333333333333333333333333333333333333333,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,ABSORB,6.00,12.00,6.00,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,REFERENCE,12.00,9.0000,-3.0000,1.3333333333333333333333333333333333333333333333333,,0.3333333333333333333333333333333333333333333333333,0.75000000000000000000000000000000000000000000000002,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,ABSORB,6.00,9.0000,3.0000,0.66666666666666666666666666666666666666666666666667,0.33333333333333333333333333333333333333333333333333,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_NEW_CATEGORY,REFERENCE,12.00,6.0000,-6.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_NEW_CATEGORY,ABSORB,6.00,6.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,REFERENCE,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,REFERENCE,ABSORB,3.00,12.00,9.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,ABSORB,REFERENCE,12.00,3.00,-9.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,ABSORB,ABSORB,3.00,3.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,PASS_HALF,REFERENCE,12.00,7.50,-4.50,1.6,,0.6,0.625,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,PASS_HALF,ABSORB,3.00,7.50,4.50,0.4,0.6,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,PASS_FULL,REFERENCE,12.00,12.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,PASS_FULL,ABSORB,3.00,12.00,9.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,ADD_SAME_CATEGORY,REFERENCE,12.00,6.0000,-6.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,ADD_SAME_CATEGORY,ABSORB,3.00,6.0000,3.0000,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,ADD_NEW_CATEGORY,REFERENCE,12.00,3.0000,-9.0000,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H3,ADD_NEW_CATEGORY,ABSORB,3.00,3.0000,0.0000,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m30_H1,REFERENCE,REFERENCE,20.00,20.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m30_H1,REFERENCE,ABSORB,17.00,20.00,3.00,0.85,0.15,,,decline_bound_or_no_decline
